"hhsize","nInfContacts","nContacts","sim"
4,47,144,218
5,70,180,218
6,33,100,218
7,24,54,218
8,23,63,218
12,2,11,218
2,15,32,219
3,32,82,219
4,40,144,219
5,61,180,219
6,33,100,219
7,23,54,219
8,25,63,219
12,0,11,219
2,12,32,220
3,30,82,220
4,58,144,220
5,76,180,220
6,36,100,220
7,24,54,220
8,31,63,220
12,2,11,220
2,11,32,221
3,31,82,221
4,44,144,221
5,58,180,221
6,28,100,221
7,20,54,221
8,27,63,221
12,2,11,221
2,7,32,222
3,31,82,222
4,37,144,222
5,66,180,222
6,38,100,222
7,26,54,222
8,29,63,222
12,4,11,222
2,16,32,223
3,34,82,223
4,42,144,223
5,72,180,223
6,44,100,223
7,26,54,223
8,23,63,223
12,2,11,223
2,9,32,224
3,18,82,224
4,39,144,224
5,62,180,224
6,43,100,224
7,23,54,224
8,23,63,224
12,3,11,224
2,10,32,225
3,28,82,225
4,43,144,225
5,76,180,225
6,44,100,225
7,26,54,225
8,29,63,225
12,4,11,225
2,12,32,226
3,26,82,226
4,45,144,226
5,63,180,226
6,30,100,226
7,19,54,226
8,25,63,226
12,0,11,226
2,12,32,227
3,30,82,227
4,40,144,227
5,79,180,227
6,40,100,227
7,19,54,227
8,26,63,227
12,2,11,227
2,7,32,228
3,29,82,228
4,48,144,228
5,65,180,228
6,50,100,228
7,24,54,228
8,32,63,228
12,3,11,228
2,7,32,229
3,23,82,229
4,41,144,229
5,63,180,229
6,35,100,229
7,22,54,229
8,21,63,229
12,0,11,229
2,9,32,230
3,37,82,230
4,43,144,230
5,69,180,230
6,39,100,230
7,23,54,230
8,33,63,230
12,5,11,230
2,9,32,231
3,31,82,231
4,38,144,231
5,55,180,231
6,36,100,231
7,26,54,231
8,25,63,231
12,0,11,231
2,12,32,232
3,27,82,232
4,45,144,232
5,65,180,232
6,37,100,232
7,18,54,232
8,30,63,232
12,2,11,232
2,8,32,233
3,22,82,233
4,49,144,233
5,63,180,233
6,44,100,233
7,17,54,233
8,25,63,233
12,2,11,233
2,11,32,234
3,37,82,234
4,36,144,234
5,63,180,234
6,42,100,234
7,21,54,234
8,20,63,234
12,2,11,234
2,7,32,235
3,20,82,235
4,34,144,235
5,60,180,235
6,33,100,235
7,26,54,235
8,19,63,235
12,1,11,235
2,11,32,236
3,30,82,236
4,32,144,236
5,66,180,236
6,37,100,236
7,21,54,236
8,30,63,236
12,1,11,236
2,12,32,237
3,27,82,237
4,42,144,237
5,70,180,237
6,40,100,237
7,23,54,237
8,26,63,237
12,2,11,237
2,9,32,238
3,20,82,238
4,52,144,238
5,57,180,238
6,49,100,238
7,22,54,238
8,24,63,238
12,2,11,238
2,8,32,239
3,29,82,239
4,43,144,239
5,56,180,239
6,28,100,239
7,17,54,239
8,24,63,239
12,3,11,239
2,13,32,240
3,26,82,240
4,35,144,240
5,62,180,240
6,35,100,240
7,20,54,240
8,25,63,240
12,1,11,240
2,13,32,241
3,25,82,241
4,37,144,241
5,78,180,241
6,42,100,241
7,22,54,241
8,27,63,241
12,2,11,241
2,13,32,242
3,27,82,242
4,38,144,242
5,70,180,242
6,31,100,242
7,23,54,242
8,20,63,242
12,2,11,242
2,8,32,243
3,35,82,243
4,51,144,243
5,67,180,243
6,29,100,243
7,28,54,243
8,27,63,243
12,5,11,243
2,9,32,244
3,25,82,244
4,43,144,244
5,58,180,244
6,31,100,244
7,23,54,244
8,22,63,244
12,6,11,244
2,14,32,245
3,32,82,245
4,36,144,245
5,63,180,245
6,36,100,245
7,17,54,245
8,27,63,245
12,3,11,245
2,10,32,246
3,29,82,246
4,40,144,246
5,65,180,246
6,40,100,246
7,19,54,246
8,34,63,246
12,0,11,246
2,10,32,247
3,26,82,247
4,41,144,247
5,50,180,247
6,29,100,247
7,23,54,247
8,35,63,247
12,1,11,247
2,8,32,248
3,21,82,248
4,39,144,248
5,54,180,248
6,33,100,248
7,20,54,248
8,29,63,248
12,1,11,248
2,12,32,249
3,33,82,249
4,47,144,249
5,61,180,249
6,41,100,249
7,24,54,249
8,31,63,249
12,4,11,249
2,9,32,250
3,35,82,250
4,53,144,250
5,74,180,250
6,38,100,250
7,22,54,250
8,25,63,250
12,1,11,250
2,10,32,251
3,25,82,251
4,44,144,251
5,58,180,251
6,32,100,251
7,26,54,251
8,29,63,251
12,2,11,251
2,14,32,252
3,38,82,252
4,48,144,252
5,71,180,252
6,44,100,252
7,20,54,252
8,30,63,252
12,3,11,252
2,7,32,253
3,20,82,253
4,29,144,253
5,59,180,253
6,33,100,253
7,17,54,253
8,19,63,253
12,2,11,253
2,8,32,254
3,30,82,254
4,44,144,254
5,65,180,254
6,41,100,254
7,21,54,254
8,32,63,254
12,5,11,254
2,14,32,255
3,31,82,255
4,38,144,255
5,65,180,255
6,30,100,255
7,21,54,255
8,23,63,255
12,0,11,255
2,8,32,256
3,30,82,256
4,42,144,256
5,60,180,256
6,43,100,256
7,27,54,256
8,31,63,256
12,2,11,256
2,11,32,257
3,34,82,257
4,46,144,257
5,62,180,257
6,36,100,257
7,23,54,257
8,25,63,257
12,3,11,257
2,10,32,258
3,29,82,258
4,44,144,258
5,65,180,258
6,36,100,258
7,18,54,258
8,16,63,258
12,2,11,258
2,12,32,259
3,28,82,259
4,48,144,259
5,72,180,259
6,40,100,259
7,16,54,259
8,32,63,259
12,0,11,259
2,11,32,260
3,30,82,260
4,45,144,260
5,59,180,260
6,33,100,260
7,21,54,260
8,24,63,260
12,4,11,260
2,13,32,261
3,17,82,261
4,31,144,261
5,54,180,261
6,42,100,261
7,23,54,261
8,26,63,261
12,1,11,261
2,13,32,262
3,31,82,262
4,35,144,262
5,54,180,262
6,25,100,262
7,17,54,262
8,23,63,262
12,5,11,262
2,15,32,263
3,37,82,263
4,39,144,263
5,66,180,263
6,33,100,263
7,27,54,263
8,25,63,263
12,2,11,263
2,13,32,264
3,27,82,264
4,47,144,264
5,56,180,264
6,43,100,264
7,23,54,264
8,41,63,264
12,2,11,264
2,13,32,265
3,31,82,265
4,41,144,265
5,67,180,265
6,28,100,265
7,28,54,265
8,30,63,265
12,2,11,265
2,9,32,266
3,34,82,266
4,39,144,266
5,66,180,266
6,36,100,266
7,22,54,266
8,27,63,266
12,2,11,266
2,7,32,267
3,16,82,267
4,42,144,267
5,72,180,267
6,42,100,267
7,19,54,267
8,29,63,267
12,0,11,267
2,16,32,268
3,18,82,268
4,33,144,268
5,58,180,268
6,29,100,268
7,24,54,268
8,21,63,268
12,4,11,268
2,13,32,269
3,28,82,269
4,39,144,269
5,63,180,269
6,37,100,269
7,20,54,269
8,32,63,269
12,4,11,269
2,8,32,270
3,32,82,270
4,35,144,270
5,62,180,270
6,42,100,270
7,22,54,270
8,29,63,270
12,1,11,270
2,12,32,271
3,35,82,271
4,29,144,271
5,57,180,271
6,35,100,271
7,23,54,271
8,22,63,271
12,3,11,271
2,10,32,272
3,21,82,272
4,39,144,272
5,49,180,272
6,33,100,272
7,17,54,272
8,27,63,272
12,1,11,272
2,14,32,273
3,37,82,273
4,41,144,273
5,66,180,273
6,27,100,273
7,27,54,273
8,30,63,273
12,3,11,273
2,5,32,274
3,24,82,274
4,36,144,274
5,57,180,274
6,34,100,274
7,23,54,274
8,24,63,274
12,2,11,274
2,10,32,275
3,27,82,275
4,40,144,275
5,56,180,275
6,32,100,275
7,20,54,275
8,36,63,275
12,1,11,275
2,14,32,276
3,27,82,276
4,42,144,276
5,61,180,276
6,38,100,276
7,20,54,276
8,25,63,276
12,6,11,276
2,13,32,277
3,28,82,277
4,26,144,277
5,57,180,277
6,30,100,277
7,21,54,277
8,29,63,277
12,1,11,277
2,15,32,278
3,33,82,278
4,42,144,278
5,55,180,278
6,38,100,278
7,23,54,278
8,27,63,278
12,6,11,278
2,12,32,279
3,27,82,279
4,47,144,279
5,58,180,279
6,42,100,279
7,24,54,279
8,30,63,279
12,0,11,279
2,11,32,280
3,30,82,280
4,41,144,280
5,71,180,280
6,35,100,280
7,22,54,280
8,32,63,280
12,0,11,280
2,10,32,281
3,25,82,281
4,36,144,281
5,68,180,281
6,32,100,281
7,21,54,281
8,29,63,281
12,2,11,281
2,10,32,282
3,27,82,282
4,51,144,282
5,73,180,282
6,29,100,282
7,24,54,282
8,28,63,282
12,3,11,282
2,6,32,283
3,32,82,283
4,36,144,283
5,71,180,283
6,40,100,283
7,32,54,283
8,26,63,283
12,4,11,283
2,14,32,284
3,31,82,284
4,41,144,284
5,74,180,284
6,35,100,284
7,25,54,284
8,24,63,284
12,1,11,284
2,8,32,285
3,26,82,285
4,36,144,285
5,70,180,285
6,45,100,285
7,23,54,285
8,30,63,285
12,3,11,285
2,16,32,286
3,30,82,286
4,37,144,286
5,73,180,286
6,42,100,286
7,27,54,286
8,28,63,286
12,3,11,286
2,7,32,287
3,27,82,287
4,39,144,287
5,67,180,287
6,40,100,287
7,23,54,287
8,27,63,287
12,0,11,287
2,12,32,288
3,28,82,288
4,44,144,288
5,62,180,288
6,47,100,288
7,26,54,288
8,32,63,288
12,4,11,288
2,9,32,289
3,30,82,289
4,46,144,289
5,69,180,289
6,35,100,289
7,24,54,289
8,27,63,289
12,5,11,289
2,12,32,290
3,31,82,290
4,23,144,290
5,57,180,290
6,33,100,290
7,25,54,290
8,21,63,290
12,0,11,290
2,13,32,291
3,33,82,291
4,38,144,291
5,70,180,291
6,52,100,291
7,25,54,291
8,26,63,291
12,2,11,291
2,11,32,292
3,33,82,292
4,32,144,292
5,54,180,292
6,38,100,292
7,24,54,292
8,31,63,292
12,2,11,292
2,12,32,293
3,26,82,293
4,42,144,293
5,67,180,293
6,35,100,293
7,26,54,293
8,24,63,293
12,1,11,293
2,12,32,294
3,27,82,294
4,33,144,294
5,62,180,294
6,28,100,294
7,26,54,294
8,33,63,294
12,2,11,294
2,12,32,295
3,20,82,295
4,29,144,295
5,59,180,295
6,35,100,295
7,24,54,295
8,21,63,295
12,3,11,295
2,14,32,296
3,32,82,296
4,49,144,296
5,55,180,296
6,23,100,296
7,25,54,296
8,22,63,296
12,3,11,296
2,12,32,297
3,32,82,297
4,40,144,297
5,60,180,297
6,31,100,297
7,21,54,297
8,28,63,297
12,4,11,297
2,9,32,298
3,29,82,298
4,34,144,298
5,66,180,298
6,42,100,298
7,18,54,298
8,22,63,298
12,4,11,298
2,13,32,299
3,25,82,299
4,37,144,299
5,66,180,299
6,43,100,299
7,21,54,299
8,30,63,299
12,1,11,299
2,9,32,300
3,24,82,300
4,38,144,300
5,59,180,300
6,43,100,300
7,22,54,300
8,17,63,300
12,4,11,300
2,11,32,301
3,22,82,301
4,47,144,301
5,56,180,301
6,26,100,301
7,29,54,301
8,31,63,301
12,4,11,301
2,8,32,302
3,28,82,302
4,33,144,302
5,50,180,302
6,39,100,302
7,25,54,302
8,35,63,302
12,2,11,302
2,12,32,303
3,31,82,303
4,51,144,303
5,83,180,303
6,35,100,303
7,27,54,303
8,35,63,303
12,7,11,303
2,10,32,304
3,41,82,304
4,49,144,304
5,53,180,304
6,33,100,304
7,18,54,304
8,28,63,304
12,0,11,304
2,9,32,305
3,36,82,305
4,42,144,305
5,59,180,305
6,37,100,305
7,19,54,305
8,27,63,305
12,2,11,305
2,10,32,306
3,28,82,306
4,35,144,306
5,61,180,306
6,38,100,306
7,22,54,306
8,23,63,306
12,1,11,306
2,14,32,307
3,28,82,307
4,50,144,307
5,61,180,307
6,36,100,307
7,23,54,307
8,23,63,307
12,1,11,307
2,10,32,308
3,31,82,308
4,35,144,308
5,78,180,308
6,28,100,308
7,20,54,308
8,33,63,308
12,1,11,308
2,15,32,309
3,26,82,309
4,48,144,309
5,58,180,309
6,43,100,309
7,26,54,309
8,18,63,309
12,1,11,309
2,12,32,310
3,22,82,310
4,44,144,310
5,62,180,310
6,30,100,310
7,30,54,310
8,21,63,310
12,2,11,310
2,11,32,311
3,26,82,311
4,31,144,311
5,63,180,311
6,40,100,311
7,26,54,311
8,29,63,311
12,3,11,311
2,11,32,312
3,28,82,312
4,25,144,312
5,54,180,312
6,39,100,312
7,22,54,312
8,17,63,312
12,0,11,312
2,14,32,313
3,37,82,313
4,49,144,313
5,60,180,313
6,29,100,313
7,21,54,313
8,21,63,313
12,4,11,313
2,13,32,314
3,24,82,314
4,42,144,314
5,57,180,314
6,41,100,314
7,19,54,314
8,19,63,314
12,0,11,314
2,8,32,315
3,28,82,315
4,35,144,315
5,78,180,315
6,35,100,315
7,24,54,315
8,27,63,315
12,1,11,315
2,13,32,316
3,35,82,316
4,41,144,316
5,50,180,316
6,40,100,316
7,26,54,316
8,23,63,316
12,2,11,316
2,12,32,317
3,22,82,317
4,30,144,317
5,54,180,317
6,45,100,317
7,26,54,317
8,23,63,317
12,1,11,317
2,15,32,318
3,22,82,318
4,39,144,318
5,61,180,318
6,28,100,318
7,26,54,318
8,28,63,318
12,2,11,318
2,12,32,319
3,34,82,319
4,37,144,319
5,76,180,319
6,46,100,319
7,16,54,319
8,28,63,319
12,1,11,319
2,7,32,320
3,22,82,320
4,38,144,320
5,65,180,320
6,36,100,320
7,26,54,320
8,31,63,320
12,4,11,320
2,12,32,321
3,29,82,321
4,33,144,321
5,65,180,321
6,37,100,321
7,30,54,321
8,25,63,321
12,4,11,321
2,10,32,322
3,22,82,322
4,34,144,322
5,66,180,322
6,39,100,322
7,17,54,322
8,29,63,322
12,1,11,322
2,7,32,323
3,33,82,323
4,34,144,323
5,61,180,323
6,26,100,323
7,20,54,323
8,22,63,323
12,3,11,323
2,9,32,324
3,29,82,324
4,31,144,324
5,48,180,324
6,35,100,324
7,24,54,324
8,34,63,324
12,2,11,324
2,10,32,325
3,27,82,325
4,42,144,325
5,62,180,325
6,47,100,325
7,27,54,325
8,27,63,325
12,6,11,325
2,16,32,326
3,27,82,326
4,44,144,326
5,74,180,326
6,38,100,326
7,29,54,326
8,32,63,326
12,4,11,326
2,12,32,327
3,25,82,327
4,46,144,327
5,69,180,327
6,43,100,327
7,21,54,327
8,28,63,327
12,1,11,327
2,13,32,328
3,24,82,328
4,39,144,328
5,66,180,328
6,34,100,328
7,19,54,328
8,35,63,328
12,3,11,328
2,14,32,329
3,26,82,329
4,41,144,329
5,67,180,329
6,40,100,329
7,23,54,329
8,28,63,329
12,5,11,329
2,13,32,330
3,22,82,330
4,44,144,330
5,78,180,330
6,34,100,330
7,24,54,330
8,30,63,330
12,2,11,330
2,9,32,331
3,30,82,331
4,49,144,331
5,64,180,331
6,49,100,331
7,30,54,331
8,31,63,331
12,1,11,331
2,10,32,332
3,23,82,332
4,41,144,332
5,56,180,332
6,30,100,332
7,15,54,332
8,22,63,332
12,3,11,332
2,11,32,333
3,29,82,333
4,39,144,333
5,62,180,333
6,39,100,333
7,19,54,333
8,23,63,333
12,4,11,333
2,13,32,334
3,22,82,334
4,35,144,334
5,56,180,334
6,40,100,334
7,27,54,334
8,26,63,334
12,1,11,334
2,10,32,335
3,34,82,335
4,43,144,335
5,58,180,335
6,35,100,335
7,22,54,335
8,27,63,335
12,4,11,335
2,16,32,336
3,34,82,336
4,43,144,336
5,64,180,336
6,34,100,336
7,20,54,336
8,19,63,336
12,3,11,336
2,11,32,337
3,30,82,337
4,35,144,337
5,50,180,337
6,27,100,337
7,23,54,337
8,16,63,337
12,1,11,337
2,10,32,338
3,31,82,338
4,36,144,338
5,66,180,338
6,48,100,338
7,31,54,338
8,26,63,338
12,4,11,338
2,11,32,339
3,18,82,339
4,34,144,339
5,59,180,339
6,38,100,339
7,17,54,339
8,26,63,339
12,2,11,339
2,10,32,340
3,34,82,340
4,49,144,340
5,61,180,340
6,35,100,340
7,23,54,340
8,26,63,340
12,0,11,340
2,11,32,341
3,22,82,341
4,41,144,341
5,71,180,341
6,34,100,341
7,19,54,341
8,29,63,341
12,2,11,341
2,9,32,342
3,35,82,342
4,46,144,342
5,68,180,342
6,45,100,342
7,17,54,342
8,28,63,342
12,1,11,342
2,12,32,343
3,25,82,343
4,40,144,343
5,61,180,343
6,28,100,343
7,24,54,343
8,29,63,343
12,2,11,343
2,7,32,344
3,28,82,344
4,32,144,344
5,58,180,344
6,37,100,344
7,23,54,344
8,27,63,344
12,1,11,344
2,13,32,345
3,31,82,345
4,32,144,345
5,58,180,345
6,36,100,345
7,18,54,345
8,22,63,345
12,1,11,345
2,11,32,346
3,25,82,346
4,41,144,346
5,67,180,346
6,42,100,346
7,24,54,346
8,22,63,346
12,5,11,346
2,14,32,347
3,33,82,347
4,53,144,347
5,54,180,347
6,35,100,347
7,21,54,347
8,31,63,347
12,3,11,347
2,10,32,348
3,29,82,348
4,48,144,348
5,65,180,348
6,39,100,348
7,28,54,348
8,25,63,348
12,3,11,348
2,11,32,349
3,34,82,349
4,43,144,349
5,70,180,349
6,34,100,349
7,31,54,349
8,28,63,349
12,1,11,349
2,9,32,350
3,26,82,350
4,46,144,350
5,74,180,350
6,37,100,350
7,21,54,350
8,30,63,350
12,1,11,350
2,11,32,351
3,30,82,351
4,43,144,351
5,59,180,351
6,36,100,351
7,21,54,351
8,26,63,351
12,1,11,351
2,16,32,352
3,27,82,352
4,45,144,352
5,58,180,352
6,27,100,352
7,18,54,352
8,21,63,352
12,5,11,352
2,10,32,353
3,30,82,353
4,50,144,353
5,60,180,353
6,39,100,353
7,27,54,353
8,27,63,353
12,2,11,353
2,9,32,354
3,24,82,354
4,43,144,354
5,60,180,354
6,33,100,354
7,15,54,354
8,23,63,354
12,2,11,354
2,14,32,355
3,28,82,355
4,44,144,355
5,62,180,355
6,36,100,355
7,23,54,355
8,34,63,355
12,3,11,355
2,13,32,356
3,23,82,356
4,41,144,356
5,49,180,356
6,33,100,356
7,16,54,356
8,28,63,356
12,3,11,356
2,13,32,357
3,33,82,357
4,36,144,357
5,65,180,357
6,39,100,357
7,23,54,357
8,20,63,357
12,2,11,357
2,14,32,358
3,28,82,358
4,43,144,358
5,47,180,358
6,29,100,358
7,19,54,358
8,26,63,358
12,1,11,358
2,12,32,359
3,21,82,359
4,40,144,359
5,56,180,359
6,32,100,359
7,22,54,359
8,25,63,359
12,5,11,359
2,10,32,360
3,27,82,360
4,39,144,360
5,65,180,360
6,39,100,360
7,23,54,360
8,20,63,360
12,4,11,360
2,14,32,361
3,28,82,361
4,27,144,361
5,61,180,361
6,36,100,361
7,17,54,361
8,30,63,361
12,0,11,361
2,12,32,362
3,20,82,362
4,41,144,362
5,66,180,362
6,37,100,362
7,15,54,362
8,29,63,362
12,0,11,362
2,13,32,363
3,32,82,363
4,39,144,363
5,58,180,363
6,42,100,363
7,31,54,363
8,25,63,363
12,4,11,363
2,14,32,364
3,32,82,364
4,49,144,364
5,71,180,364
6,42,100,364
7,21,54,364
8,24,63,364
12,1,11,364
2,15,32,365
3,27,82,365
4,39,144,365
5,68,180,365
6,42,100,365
7,19,54,365
8,31,63,365
12,1,11,365
2,9,32,366
3,29,82,366
4,45,144,366
5,68,180,366
6,28,100,366
7,21,54,366
8,24,63,366
12,2,11,366
2,16,32,367
3,28,82,367
4,40,144,367
5,67,180,367
6,38,100,367
7,16,54,367
8,36,63,367
12,3,11,367
2,8,32,368
3,28,82,368
4,35,144,368
5,75,180,368
6,45,100,368
7,25,54,368
8,30,63,368
12,1,11,368
2,12,32,369
3,27,82,369
4,37,144,369
5,50,180,369
6,27,100,369
7,20,54,369
8,22,63,369
12,4,11,369
2,11,32,370
3,30,82,370
4,34,144,370
5,62,180,370
6,38,100,370
7,26,54,370
8,33,63,370
12,1,11,370
2,15,32,371
3,35,82,371
4,39,144,371
5,67,180,371
6,37,100,371
7,27,54,371
8,30,63,371
12,1,11,371
2,6,32,372
3,26,82,372
4,36,144,372
5,60,180,372
6,38,100,372
7,19,54,372
8,21,63,372
12,0,11,372
2,15,32,373
3,37,82,373
4,34,144,373
5,47,180,373
6,35,100,373
7,19,54,373
8,29,63,373
12,3,11,373
2,11,32,374
3,35,82,374
4,45,144,374
5,71,180,374
6,50,100,374
7,30,54,374
8,25,63,374
12,3,11,374
2,7,32,375
3,17,82,375
4,40,144,375
5,58,180,375
6,43,100,375
7,23,54,375
8,23,63,375
12,4,11,375
2,12,32,376
3,25,82,376
4,44,144,376
5,61,180,376
6,42,100,376
7,26,54,376
8,29,63,376
12,4,11,376
2,10,32,377
3,25,82,377
4,34,144,377
5,57,180,377
6,40,100,377
7,21,54,377
8,35,63,377
12,4,11,377
2,8,32,378
3,17,82,378
4,47,144,378
5,55,180,378
6,32,100,378
7,18,54,378
8,20,63,378
12,2,11,378
2,12,32,379
3,32,82,379
4,39,144,379
5,63,180,379
6,32,100,379
7,20,54,379
8,27,63,379
12,0,11,379
2,14,32,380
3,31,82,380
4,49,144,380
5,65,180,380
6,43,100,380
7,27,54,380
8,24,63,380
12,4,11,380
2,15,32,381
3,20,82,381
4,37,144,381
5,64,180,381
6,42,100,381
7,27,54,381
8,27,63,381
12,6,11,381
2,12,32,382
3,25,82,382
4,34,144,382
5,65,180,382
6,44,100,382
7,24,54,382
8,27,63,382
12,0,11,382
2,11,32,383
3,24,82,383
4,39,144,383
5,56,180,383
6,32,100,383
7,28,54,383
8,23,63,383
12,0,11,383
2,15,32,384
3,29,82,384
4,42,144,384
5,55,180,384
6,36,100,384
7,22,54,384
8,22,63,384
12,3,11,384
2,11,32,385
3,41,82,385
4,42,144,385
5,71,180,385
6,41,100,385
7,16,54,385
8,26,63,385
12,4,11,385
2,10,32,386
3,29,82,386
4,35,144,386
5,59,180,386
6,38,100,386
7,27,54,386
8,30,63,386
12,0,11,386
2,11,32,387
3,33,82,387
4,38,144,387
5,58,180,387
6,31,100,387
7,25,54,387
8,25,63,387
12,7,11,387
2,6,32,388
3,25,82,388
4,33,144,388
5,60,180,388
6,36,100,388
7,19,54,388
8,29,63,388
12,1,11,388
2,10,32,389
3,37,82,389
4,46,144,389
5,54,180,389
6,36,100,389
7,17,54,389
8,21,63,389
12,1,11,389
2,11,32,390
3,32,82,390
4,28,144,390
5,58,180,390
6,27,100,390
7,21,54,390
8,34,63,390
12,2,11,390
2,12,32,391
3,29,82,391
4,49,144,391
5,67,180,391
6,35,100,391
7,28,54,391
8,29,63,391
12,4,11,391
2,13,32,392
3,27,82,392
4,32,144,392
5,66,180,392
6,34,100,392
7,28,54,392
8,21,63,392
12,4,11,392
2,17,32,393
3,31,82,393
4,44,144,393
5,69,180,393
6,37,100,393
7,15,54,393
8,31,63,393
12,3,11,393
2,11,32,394
3,33,82,394
4,39,144,394
5,54,180,394
6,40,100,394
7,21,54,394
8,35,63,394
12,4,11,394
2,9,32,395
3,20,82,395
4,35,144,395
5,74,180,395
6,41,100,395
7,30,54,395
8,21,63,395
12,5,11,395
2,9,32,396
3,24,82,396
4,39,144,396
5,55,180,396
6,31,100,396
7,19,54,396
8,21,63,396
12,4,11,396
2,8,32,397
3,31,82,397
4,41,144,397
5,64,180,397
6,39,100,397
7,20,54,397
8,23,63,397
12,1,11,397
2,9,32,398
3,26,82,398
4,44,144,398
5,55,180,398
6,31,100,398
7,25,54,398
8,25,63,398
12,3,11,398
2,9,32,399
3,26,82,399
4,37,144,399
5,57,180,399
6,43,100,399
7,31,54,399
8,27,63,399
12,4,11,399
2,11,32,400
3,32,82,400
4,44,144,400
5,55,180,400
6,42,100,400
7,19,54,400
8,23,63,400
12,1,11,400
2,9,32,401
3,30,82,401
4,47,144,401
5,56,180,401
6,31,100,401
7,25,54,401
8,28,63,401
12,0,11,401
2,9,32,402
3,27,82,402
4,44,144,402
5,65,180,402
6,31,100,402
7,21,54,402
8,26,63,402
12,4,11,402
2,13,32,403
3,23,82,403
4,32,144,403
5,58,180,403
6,44,100,403
7,22,54,403
8,26,63,403
12,1,11,403
2,11,32,404
3,29,82,404
4,50,144,404
5,49,180,404
6,27,100,404
7,26,54,404
8,21,63,404
12,0,11,404
2,12,32,405
3,39,82,405
4,39,144,405
5,52,180,405
6,37,100,405
7,18,54,405
8,29,63,405
12,1,11,405
2,16,32,406
3,23,82,406
4,35,144,406
5,67,180,406
6,39,100,406
7,23,54,406
8,31,63,406
12,2,11,406
2,10,32,407
3,26,82,407
4,38,144,407
5,69,180,407
6,39,100,407
7,27,54,407
8,26,63,407
12,0,11,407
2,12,32,408
3,26,82,408
4,41,144,408
5,58,180,408
6,35,100,408
7,21,54,408
8,21,63,408
12,2,11,408
2,15,32,409
3,32,82,409
4,39,144,409
5,61,180,409
6,42,100,409
7,22,54,409
8,27,63,409
12,1,11,409
2,12,32,410
3,30,82,410
4,34,144,410
5,56,180,410
6,36,100,410
7,23,54,410
8,28,63,410
12,3,11,410
2,9,32,411
3,31,82,411
4,43,144,411
5,49,180,411
6,45,100,411
7,23,54,411
8,25,63,411
12,1,11,411
2,8,32,412
3,26,82,412
4,40,144,412
5,53,180,412
6,43,100,412
7,26,54,412
8,29,63,412
12,1,11,412
2,13,32,413
3,31,82,413
4,38,144,413
5,62,180,413
6,36,100,413
7,24,54,413
8,30,63,413
12,3,11,413
2,11,32,414
3,34,82,414
4,42,144,414
5,65,180,414
6,29,100,414
7,23,54,414
8,20,63,414
12,1,11,414
2,12,32,415
3,29,82,415
4,42,144,415
5,62,180,415
6,38,100,415
7,19,54,415
8,29,63,415
12,2,11,415
2,13,32,416
3,24,82,416
4,41,144,416
5,63,180,416
6,36,100,416
7,23,54,416
8,30,63,416
12,5,11,416
2,10,32,417
3,26,82,417
4,31,144,417
5,52,180,417
6,22,100,417
7,19,54,417
8,27,63,417
12,2,11,417
2,11,32,418
3,31,82,418
4,37,144,418
5,48,180,418
6,42,100,418
7,28,54,418
8,26,63,418
12,4,11,418
2,10,32,419
3,30,82,419
4,37,144,419
5,47,180,419
6,36,100,419
7,25,54,419
8,29,63,419
12,3,11,419
2,10,32,420
3,32,82,420
4,35,144,420
5,63,180,420
6,29,100,420
7,24,54,420
8,27,63,420
12,0,11,420
2,13,32,421
3,24,82,421
4,40,144,421
5,63,180,421
6,35,100,421
7,29,54,421
8,19,63,421
12,2,11,421
2,7,32,422
3,23,82,422
4,36,144,422
5,67,180,422
6,23,100,422
7,25,54,422
8,21,63,422
12,0,11,422
2,12,32,423
3,30,82,423
4,56,144,423
5,80,180,423
6,39,100,423
7,22,54,423
8,26,63,423
12,4,11,423
2,12,32,424
3,31,82,424
4,41,144,424
5,54,180,424
6,31,100,424
7,29,54,424
8,28,63,424
12,0,11,424
2,13,32,425
3,24,82,425
4,46,144,425
5,56,180,425
6,36,100,425
7,20,54,425
8,30,63,425
12,1,11,425
2,7,32,426
3,23,82,426
4,34,144,426
5,57,180,426
6,36,100,426
7,19,54,426
8,21,63,426
12,2,11,426
2,10,32,427
3,32,82,427
4,33,144,427
5,50,180,427
6,29,100,427
7,21,54,427
8,31,63,427
12,3,11,427
2,10,32,428
3,28,82,428
4,41,144,428
5,59,180,428
6,34,100,428
7,29,54,428
8,29,63,428
12,2,11,428
2,11,32,429
3,28,82,429
4,36,144,429
5,59,180,429
6,36,100,429
7,26,54,429
8,22,63,429
12,3,11,429
2,13,32,430
3,25,82,430
4,40,144,430
